@relation 'CTU-Honeypot-Capture-5-1-labeled-weka.filters.unsupervised.attribute.Remove-R1-6,8-weka.filters.unsupervised.attribute.Remove-R6-7,14,16'

@attribute proto {udp,tcp,icmp}
@attribute duration numeric
@attribute orig_bytes numeric
@attribute resp_bytes numeric
@attribute conn_state {S0,SF,RSTO,OTH,SHR,RSTR,S3,SH,S1,RSTRH}
@attribute missed_bytes numeric
@attribute history {D,ShADafF,ShAFf,Dd,ShADadRRR,ShADadFf,ShADadfF,ShADadftF,^d,ShADadr,ShADadfr,ShADadf,F,DRr,ShADad,ShADadttWWtf,ShAFaf,ShADadfFr,ShADadtf,DadA,DdA,ShADadfRr,ShADadRf,ShADadtfRr,ShAFfa,ShADadtftr,^r,ShAaDdFf,ShADadFfRR,DdAtfFa,ShADadtFRfR,ShADadft,D^}
@attribute orig_pkts numeric
@attribute orig_ip_bytes numeric
@attribute resp_pkts numeric
@attribute resp_ip_bytes numeric
@attribute label {benign}

@data
udp,0.024474,47,111,SF,0,Dd,1,75,1,139,benign
udp,0.011901,37,77,SF,0,Dd,1,65,1,105,benign
tcp,0.36552,157,371,SF,0,ShADafF,4,337,4,539,benign
udp,0.011024,46,62,SF,0,Dd,1,74,1,90,benign
udp,0.000775,40,56,SF,0,Dd,1,68,1,84,benign
udp,0.01153,32,48,SF,0,Dd,1,60,1,76,benign
tcp,2.056099,2241,5477,SF,0,ShADadFf,16,2901,13,6005,benign
tcp,19.529914,3536,5516,SF,0,ShADadfF,26,4644,22,7435,benign
tcp,2.583787,3624,5516,SF,0,ShADadftF,24,4664,23,7508,benign
udp,0.013578,38,54,SF,0,Dd,1,66,1,82,benign
udp,38.59536,3888,0,S0,0,D,29,4700,0,0,benign
udp,38.175279,1818,0,S0,0,D,17,2634,0,0,benign
icmp,?,?,?,OTH,0,?,1,64,0,0,benign
icmp,0.00434,40,0,OTH,0,?,2,152,0,0,benign
udp,0.004204,0,600,SHR,0,^d,0,0,2,656,benign
udp,0.018262,48,48,SF,0,Dd,1,76,1,76,benign
udp,0.023151,48,48,SF,0,Dd,1,76,1,76,benign
icmp,0.055415,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,146,0,0,benign
udp,?,?,?,S0,0,D,1,166,0,0,benign
icmp,7.550691,24,0,OTH,0,?,3,168,0,0,benign
tcp,72.484195,7385,5380,RSTR,0,ShADadr,16,8045,14,5952,benign
tcp,69.633449,6965,5131,RSTR,0,ShADadfr,24,7981,21,6496,benign
icmp,23.370275,100,0,OTH,0,?,5,380,0,0,benign
tcp,72.433771,1418,5131,RSTR,0,ShADadr,11,1878,10,5539,benign
udp,?,?,?,S0,0,D,1,391,0,0,benign
udp,?,?,?,S0,0,D,1,411,0,0,benign
udp,?,?,?,S0,0,D,1,391,0,0,benign
tcp,68.396072,4207,9458,RSTR,0,ShADadr,16,4867,18,10186,benign
udp,?,?,?,S0,0,D,1,117,0,0,benign
udp,?,?,?,S0,0,D,1,137,0,0,benign
tcp,0.674159,1289,6224,SF,0,ShADadFf,13,1829,13,6752,benign
tcp,97.036123,2603,3842,RSTR,0,ShADadr,12,3103,11,4290,benign
udp,0.013741,46,62,SF,0,Dd,1,74,1,90,benign
udp,0.044944,37,53,SF,0,Dd,1,65,1,81,benign
udp,58.447015,3603,0,S0,0,D,12,3939,0,0,benign
tcp,123.033629,10345,17343,RSTR,0,ShADadr,31,11605,29,18511,benign
tcp,144.99944,8176,5893,RSTR,0,ShADadr,20,9008,15,7463,benign
udp,?,?,?,S0,0,D,1,117,0,0,benign
udp,?,?,?,S0,0,D,1,137,0,0,benign
tcp,183.995564,19447,8767,RSTR,0,ShADadr,41,21107,30,9975,benign
udp,60.15021,3000,0,S0,0,D,10,3280,0,0,benign
udp,0.011258,37,53,SF,0,Dd,1,65,1,81,benign
tcp,0.237601,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.247405,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.24323,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,301.53226,146,775,SF,0,ShADadfF,10,566,5,987,benign
tcp,9.028916,1090,6429,S3,0,ShADadf,14,1670,13,6957,benign
tcp,9.175136,1093,7397,S3,0,ShADadf,15,1713,14,7965,benign
tcp,9.102421,1090,6429,S3,0,ShADadf,14,1670,13,6957,benign
udp,0.000619,33,49,SF,0,Dd,1,61,1,77,benign
tcp,8.802702,2506,5330,S3,0,ShADadf,15,3126,14,5898,benign
udp,0.011442,43,111,SF,0,Dd,1,71,1,139,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,0.23791,135,238,SF,0,ShADafF,4,315,4,406,benign
tcp,0.297082,157,371,SF,0,ShADafF,5,377,4,539,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.01062,40,56,SF,0,Dd,1,68,1,84,benign
udp,0.000605,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
icmp,0.017713,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,59.349602,3000,0,S0,0,D,10,3280,0,0,benign
tcp,8.910511,11065,4865,S3,0,ShADadf,24,12069,19,6081,benign
udp,59.957043,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.176464,31,0,RSTR,0,DRr,2,111,1,40,benign
tcp,0.185046,31,0,RSTR,0,DRr,2,111,1,40,benign
tcp,0.114456,53,0,RSTR,0,DRr,2,133,1,40,benign
udp,0.011373,46,62,SF,0,Dd,1,74,1,90,benign
tcp,1.161052,3219,5271,S1,0,ShADad,18,3995,15,6910,benign
tcp,240.072298,176,83,S3,0,ShADadf,5,444,4,299,benign
tcp,245.988358,673,336516351,S3,0,ShADadttWWtf,123657,6527241,239484,349618679,benign
udp,7.006697,804,0,S0,0,D,4,916,0,0,benign
udp,7.006537,804,0,S0,0,D,4,916,0,0,benign
udp,7.006526,804,0,S0,0,D,4,996,0,0,benign
tcp,0.249356,0,0,SF,0,ShAFaf,4,216,3,164,benign
tcp,0.240893,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.343867,146,775,SF,0,ShADadfF,12,670,7,1486,benign
tcp,0.253883,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.02249,43,111,SF,0,Dd,1,71,1,139,benign
udp,0.011272,36,68,SF,0,Dd,1,64,1,96,benign
udp,0.005843,36,68,SF,0,Dd,1,64,1,96,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,59.33021,3000,0,S0,0,D,10,3280,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
icmp,0.017387,560,560,OTH,0,?,10,840,10,840,benign
udp,0.192012,48,48,SF,0,Dd,1,76,1,76,benign
udp,0.194384,48,48,SF,0,Dd,1,76,1,76,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.010912,41,57,SF,0,Dd,1,69,1,85,benign
udp,59.780831,3000,0,S0,0,D,10,3280,0,0,benign
tcp,299.896211,13395,4865,SF,0,ShADadfFr,27,14519,20,6121,benign
udp,0.010136,46,62,SF,0,Dd,1,74,1,90,benign
tcp,59.252172,16824,4865,RSTR,0,ShADadfr,27,17948,21,6161,benign
udp,58.676946,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.238593,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.240306,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.428794,146,775,SF,0,ShADadfF,11,606,5,987,benign
tcp,0.364352,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.013047,43,111,SF,0,Dd,1,71,1,139,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,0.227328,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.013023,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
icmp,0.035211,560,560,OTH,0,?,10,840,10,840,benign
udp,0.190866,48,48,SF,0,Dd,1,76,1,76,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,60.359848,3000,0,S0,0,D,10,3280,0,0,benign
tcp,8.929202,1094,5864,S3,0,ShADadtf,15,2452,15,6700,benign
udp,60.85814,3000,0,S0,0,D,10,3280,0,0,benign
udp,?,?,?,S0,0,D,1,77,0,0,benign
udp,?,?,?,S0,0,D,1,77,0,0,benign
udp,?,?,?,S0,0,D,1,97,0,0,benign
udp,0.013883,46,62,SF,0,Dd,1,74,1,90,benign
tcp,0.239358,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.24465,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.489266,146,775,SF,0,ShADadfF,11,606,5,987,benign
tcp,0.287392,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.017694,43,111,SF,0,Dd,1,71,1,139,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,0.228038,135,238,SF,0,ShADafF,4,315,4,406,benign
udp,0.011085,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,48.042781,12910,4865,RSTR,0,ShADadfr,25,13954,20,6121,benign
icmp,0.016492,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,0.190785,48,48,SF,0,Dd,1,76,1,76,benign
udp,60.042529,3000,0,S0,0,D,10,3280,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,59.470598,3000,0,S0,0,D,10,3280,0,0,benign
udp,7.009107,804,0,S0,0,D,4,916,0,0,benign
udp,7.009115,804,0,S0,0,D,4,996,0,0,benign
udp,7.008969,804,0,S0,0,D,4,916,0,0,benign
tcp,0.245414,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.254768,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.479358,146,775,SF,0,ShADadfF,11,606,5,987,benign
tcp,0.241876,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.032497,43,111,SF,0,Dd,1,71,1,139,benign
udp,0.012627,36,68,SF,0,Dd,1,64,1,96,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,0.26011,135,238,SF,0,ShADafF,4,315,4,406,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,60.077532,3000,0,S0,0,D,10,3280,0,0,benign
udp,0.013781,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
icmp,0.014787,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,0.194712,48,48,SF,0,Dd,1,76,1,76,benign
tcp,0.125938,259,110,OTH,0,DadA,2,339,2,190,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,1322.836876,8023,10166,S1,0,ShADad,45,9903,37,12698,benign
udp,58.590312,3000,0,S0,0,D,10,3280,0,0,benign
udp,0.01328,46,62,SF,0,Dd,1,74,1,90,benign
udp,60.31489,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.241322,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.241889,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.505646,146,775,SF,0,ShADadfF,11,606,5,987,benign
tcp,0.243299,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.012586,43,111,SF,0,Dd,1,71,1,139,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,0.250264,135,238,SF,0,ShADafF,4,315,4,406,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.014411,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
icmp,0.016615,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,0.194881,48,48,SF,0,Dd,1,76,1,76,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,59.430869,3000,0,S0,0,D,10,3280,0,0,benign
tcp,8.759049,3669,4865,S3,0,ShADadf,16,4329,14,5437,benign
udp,60.232436,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.11292,53,0,RSTR,0,DRr,2,133,1,40,benign
udp,0.013093,46,62,SF,0,Dd,1,74,1,90,benign
tcp,0.239277,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.24257,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.493854,146,775,SF,0,ShADadfF,11,606,5,987,benign
tcp,0.246877,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.011667,43,111,SF,0,Dd,1,71,1,139,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,0.238896,135,238,SF,0,ShADafF,4,315,4,406,benign
tcp,0.240237,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.009575,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,58.276186,3000,0,S0,0,D,10,3280,0,0,benign
icmp,0.021156,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.101131,639,0,S0,0,D,2,695,0,0,benign
udp,0.101212,639,0,S0,0,D,2,735,0,0,benign
udp,0.101074,792,0,S0,0,D,2,848,0,0,benign
udp,61.13533,3000,0,S0,0,D,10,3280,0,0,benign
udp,7.005609,804,0,S0,0,D,4,916,0,0,benign
udp,7.005607,804,0,S0,0,D,4,916,0,0,benign
udp,7.005606,804,0,S0,0,D,4,996,0,0,benign
tcp,8.800505,10217,4865,S3,0,ShADadf,23,11181,20,6121,benign
tcp,0.260344,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.241357,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.50297,146,775,SF,0,ShADadfF,11,606,5,987,benign
tcp,0.246033,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.021153,43,111,SF,0,Dd,1,71,1,139,benign
udp,0.010439,36,68,SF,0,Dd,1,64,1,96,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,58.869465,3000,0,S0,0,D,10,3280,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
icmp,0.015672,560,560,OTH,0,?,10,840,10,840,benign
udp,0.191154,48,48,SF,0,Dd,1,76,1,76,benign
udp,0.191421,48,48,SF,0,Dd,1,76,1,76,benign
tcp,0.113245,53,0,RSTR,0,DRr,2,133,1,40,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.016309,46,62,SF,0,Dd,1,74,1,90,benign
udp,58.543924,3000,0,S0,0,D,10,3280,0,0,benign
tcp,51.453795,27361,4865,RSTR,0,ShADadfr,36,28845,25,6321,benign
tcp,0.121012,241,92,OTH,0,DdA,2,321,1,132,benign
udp,60.35742,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.241427,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.23896,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.450301,146,775,SF,0,ShADadfF,11,606,5,987,benign
tcp,0.239545,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.012289,43,111,SF,0,Dd,1,71,1,139,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
icmp,0.015593,560,560,OTH,0,?,10,840,10,840,benign
udp,0.19371,48,48,SF,0,Dd,1,76,1,76,benign
udp,0.192879,48,48,SF,0,Dd,1,76,1,76,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.011512,46,62,SF,0,Dd,1,74,1,90,benign
udp,60.330057,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.185994,717,5321,RSTR,0,ShADadfRr,12,1349,12,5941,benign
udp,0.061655,46,110,SF,0,Dd,1,74,1,138,benign
udp,60.218339,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.119112,259,110,OTH,0,DdA,2,339,1,150,benign
tcp,0.240256,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.243473,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.490965,146,775,SF,0,ShADadfF,11,606,5,987,benign
tcp,0.241452,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.015111,43,111,SF,0,Dd,1,71,1,139,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,0.237609,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.010534,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,58.942291,3000,0,S0,0,D,10,3280,0,0,benign
icmp,0.016489,560,560,OTH,0,?,10,840,10,840,benign
udp,0.191363,48,48,SF,0,Dd,1,76,1,76,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
tcp,8.727236,3669,4865,S3,0,ShADadf,18,4433,16,5961,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,0.704134,894,3694,RSTO,0,ShADadRf,16,1554,14,4262,benign
udp,0.07036,36,52,SF,0,Dd,1,64,1,80,benign
tcp,300.961256,707,3688773,RSTR,0,ShADadtfRr,1544,86127,2636,3835697,benign
udp,60.311194,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.161145,53,0,RSTR,0,DRr,2,133,1,40,benign
udp,0.090451,46,62,SF,0,Dd,1,74,1,90,benign
tcp,37.194441,10441,4865,RSTR,0,ShADadfr,22,11365,21,6161,benign
udp,7.00092,804,0,S0,0,D,4,916,0,0,benign
udp,7.000914,804,0,S0,0,D,4,916,0,0,benign
udp,7.000913,804,0,S0,0,D,4,996,0,0,benign
tcp,0.234474,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.235871,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.473354,146,775,SF,0,ShADadfF,11,618,6,1027,benign
tcp,0.241316,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.01261,43,111,SF,0,Dd,1,71,1,139,benign
udp,0.010755,36,68,SF,0,Dd,1,64,1,96,benign
udp,0.005238,36,68,SF,0,Dd,1,64,1,96,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,60.058384,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.231042,135,238,SF,0,ShADafF,4,315,4,406,benign
tcp,0.313423,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.014673,40,56,SF,0,Dd,1,68,1,84,benign
udp,0.014781,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
icmp,0.042858,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,300.999316,830,69860,RSTR,0,ShADadfRr,43,2570,66,72508,benign
udp,59.98897,3000,0,S0,0,D,10,3280,0,0,benign
udp,0.011512,46,62,SF,0,Dd,1,74,1,90,benign
udp,59.710171,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.124834,241,92,OTH,0,DdA,2,321,1,132,benign
tcp,0.259867,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.239399,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.480957,146,775,SF,0,ShADadfF,11,606,5,987,benign
tcp,0.356058,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.020922,43,111,SF,0,Dd,1,71,1,139,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,0.234884,135,238,SF,0,ShADafF,4,315,4,406,benign
udp,0.01169,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
icmp,0.030928,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,0.193791,48,48,SF,0,Dd,1,76,1,76,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,58.165319,3000,0,S0,0,D,10,3280,0,0,benign
tcp,300.040156,3690,4865,SF,0,ShADadfFr,20,4534,18,6041,benign
udp,0.011198,46,62,SF,0,Dd,1,74,1,90,benign
udp,59.595124,3000,0,S0,0,D,10,3280,0,0,benign
tcp,32.037565,4789,4865,RSTR,0,ShADadfr,19,5593,17,6001,benign
tcp,0.234996,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.241617,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.443323,146,775,SF,0,ShADadfF,12,658,6,1446,benign
tcp,0.240529,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,0.01485,43,111,SF,0,Dd,1,71,1,139,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,60.020988,3000,0,S0,0,D,10,3280,0,0,benign
icmp,0.017386,560,560,OTH,0,?,10,840,10,840,benign
udp,0.190131,48,48,SF,0,Dd,1,76,1,76,benign
udp,0.257034,48,48,SF,0,Dd,1,76,1,76,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,59.919783,3000,0,S0,0,D,10,3280,0,0,benign
udp,0.013698,46,62,SF,0,Dd,1,74,1,90,benign
udp,7.003134,804,0,S0,0,D,4,916,0,0,benign
udp,7.003287,804,0,S0,0,D,4,996,0,0,benign
udp,7.003325,804,0,S0,0,D,4,916,0,0,benign
tcp,0.241904,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.245477,0,0,SF,0,ShAFaf,4,216,3,164,benign
tcp,300.441667,146,775,SF,0,ShADadfF,11,606,5,987,benign
tcp,0.244816,0,0,SF,0,ShAFf,4,216,2,112,benign
udp,59.695859,3000,0,S0,0,D,10,3280,0,0,benign
udp,0.012385,43,111,SF,0,Dd,1,71,1,139,benign
udp,0.011188,36,68,SF,0,Dd,1,64,1,96,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,0.240893,135,238,SF,0,ShADafF,4,315,4,406,benign
tcp,0.252087,157,371,SF,0,ShADafF,4,337,4,539,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,0.01397,40,56,SF,0,Dd,1,68,1,84,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
icmp,0.011492,560,560,OTH,0,?,10,840,10,840,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
udp,?,?,?,S0,0,D,1,76,0,0,benign
tcp,?,?,?,SH,0,F,1,40,0,0,benign
udp,?,?,?,S0,0,D,1,465,0,0,benign
udp,?,?,?,S0,0,D,1,489,0,0,benign
udp,?,?,?,S0,0,D,1,485,0,0,benign
udp,58.826916,3000,0,S0,0,D,10,3280,0,0,benign
tcp,8.758488,6831,4865,S3,0,ShADadf,18,7571,15,5473,benign
udp,60.670787,3000,0,S0,0,D,10,3280,0,0,benign
tcp,0.240411,0,0,SF,0,ShAFfa,5,268,4,228,benign
tcp,0.246368,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,300.463883,146,775,SF,0,ShADadfF,11,606,5,987,benign
tcp,0.248071,0,0,SF,0,ShAFf,4,216,2,112,benign
tcp,0.115086,259,110,OTH,0,DdA,2,339,1,150,benign
udp,0.013631,43,111,SF,0,Dd,1,71,1,139,benign
