"No.","Time","Source","Destination","Protocol","Length","Info"
"15","0.000000","192.168.202.138","192.168.27.1","TCP","66","10655  >  57448 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"16","0.000000","192.168.202.138","192.168.27.1","TCP","66","25172  >  57501 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"17","0.000000","192.168.27.1","192.168.202.138","TCP","64","53738  >  35039 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"18","0.000000","192.168.202.138","192.168.27.1","TCP","66","48899  >  57554 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"19","0.000000","192.168.202.138","192.168.27.1","TCP","66","51056  >  57607 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"20","0.000000","192.168.202.138","192.168.27.1","TCP","66","22090  >  57660 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"21","0.000000","192.168.202.138","192.168.27.1","TCP","66","23275  >  57713 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"22","0.000000","192.168.202.138","192.168.27.1","TCP","66","50025  >  57766 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"23","0.000000","192.168.202.138","192.168.27.1","TCP","66","45688  >  57819 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"24","0.000000","192.168.202.138","192.168.27.1","TCP","66","5314  >  57872 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"25","0.000000","192.168.202.138","192.168.27.1","TCP","66","19971  >  57925 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"26","0.000000","192.168.202.138","192.168.27.1","TCP","66","10193  >  57978 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"27","0.000000","192.168.202.138","192.168.27.1","TCP","66","25657  >  58031 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"28","0.000000","192.168.27.1","192.168.202.138","TCP","64","53791  >  57975 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"29","0.000000","192.168.27.1","192.168.202.138","TCP","64","53844  >  41977 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"30","0.000000","192.168.27.1","192.168.202.138","TCP","64","53897  >  20322 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"31","0.000000","192.168.27.1","192.168.202.138","TCP","64","53950  >  20979 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"32","0.000000","192.168.27.1","192.168.202.138","TCP","64","54003  >  36194 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"33","0.010000","192.168.27.1","192.168.202.138","TCP","64","54056  >  23330 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"34","0.010000","192.168.27.1","192.168.202.138","TCP","64","54109  >  11798 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"35","0.010000","192.168.27.1","192.168.202.138","TCP","64","54162  >  1802 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"36","0.010000","192.168.27.1","192.168.202.138","TCP","64","54215  >  27085 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"37","0.010000","192.168.27.1","192.168.202.138","TCP","64","54268  >  12310 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"38","0.010000","192.168.27.1","192.168.202.138","TCP","64","54321  >  24453 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"39","0.010000","192.168.27.1","192.168.202.138","TCP","64","54374  >  7807 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"40","0.010000","192.168.27.1","192.168.202.138","TCP","64","54427  >  11797 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"41","0.010000","192.168.27.1","192.168.202.138","TCP","64","54480  >  34708 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"42","0.010000","192.168.27.1","192.168.202.138","TCP","64","54533  >  51384 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"43","0.010000","192.168.27.1","192.168.202.138","TCP","64","54586  >  5235 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"44","0.010000","192.168.27.1","192.168.202.138","TCP","64","54639  >  24971 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"45","0.010000","192.168.27.1","192.168.202.138","TCP","64","54692  >  56904 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"46","0.010000","192.168.27.1","192.168.202.138","TCP","64","54745  >  46064 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"47","0.020000","192.168.27.1","192.168.202.138","TCP","64","54798  >  8144 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"48","0.020000","192.168.27.1","192.168.202.138","TCP","64","54851  >  57560 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"49","0.020000","192.168.27.1","192.168.202.138","TCP","64","54904  >  34402 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"50","0.020000","192.168.27.1","192.168.202.138","TCP","64","54957  >  24471 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"51","0.020000","192.168.202.138","192.168.27.1","TCP","66","47891  >  58084 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"52","0.020000","192.168.202.138","192.168.27.1","TCP","66","36876  >  58137 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"53","0.020000","192.168.202.138","192.168.27.1","TCP","66","11936  >  58190 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"54","0.020000","192.168.202.138","192.168.27.1","TCP","66","26289  >  58243 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"55","0.020000","192.168.202.138","192.168.27.1","TCP","66","4443  >  58296 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"56","0.020000","192.168.202.138","192.168.27.1","TCP","66","34662  >  58349 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"57","0.020000","192.168.202.138","192.168.27.1","TCP","66","40091  >  58402 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"58","0.020000","192.168.27.1","192.168.202.138","TCP","64","55010  >  24484 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"59","0.020000","192.168.202.138","192.168.27.1","TCP","66","7238  >  58455 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"60","0.020000","192.168.202.138","192.168.27.1","TCP","66","64555  >  58508 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"61","0.020000","192.168.202.138","192.168.27.1","TCP","66","33928  >  58561 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"62","0.020000","192.168.202.138","192.168.27.1","TCP","66","10640  >  58614 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"63","0.020000","192.168.202.138","192.168.27.1","TCP","66","15358  >  58667 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"64","0.020000","192.168.202.138","192.168.27.1","TCP","66","26167  >  58720 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"65","0.020000","192.168.202.138","192.168.27.1","TCP","66","29924  >  58773 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"66","0.020000","192.168.202.138","192.168.27.1","TCP","66","19772  >  58826 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"67","0.020000","192.168.202.138","192.168.27.1","TCP","66","38444  >  58879 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"68","0.020000","192.168.202.138","192.168.27.1","TCP","66","31221  >  58932 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"69","0.020000","192.168.202.138","192.168.27.1","TCP","66","29885  >  58985 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"70","0.020000","192.168.202.138","192.168.27.1","TCP","66","13902  >  59038 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"71","0.020000","192.168.202.138","192.168.27.1","TCP","66","52945  >  59091 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"72","0.020000","192.168.202.138","192.168.27.1","TCP","66","11712  >  59144 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"73","0.020000","192.168.202.138","192.168.27.1","TCP","66","14367  >  59197 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"74","0.020000","192.168.202.138","192.168.27.1","TCP","66","42342  >  59250 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"75","0.020000","192.168.202.138","192.168.27.1","TCP","66","8956  >  59303 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"76","0.020000","192.168.27.1","192.168.202.138","TCP","64","55063  >  35181 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"77","0.020000","192.168.202.138","192.168.27.1","TCP","66","40302  >  59356 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"78","0.020000","192.168.202.138","192.168.27.1","TCP","66","1723  >  59409 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"79","0.020000","192.168.202.138","192.168.27.1","TCP","66","47174  >  59462 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"80","0.020000","192.168.202.138","192.168.27.1","TCP","66","29217  >  59515 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"81","0.020000","192.168.202.138","192.168.27.1","TCP","66","30013  >  59568 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"82","0.020000","192.168.202.138","192.168.27.1","TCP","66","35018  >  59621 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"83","0.020000","192.168.202.138","192.168.27.1","TCP","66","28492  >  59674 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"84","0.020000","192.168.202.138","192.168.27.1","TCP","66","5739  >  59727 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"85","0.020000","192.168.202.138","192.168.27.1","TCP","66","36637  >  59780 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"86","0.020000","192.168.27.1","192.168.202.138","TCP","64","55116  >  37537 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"87","0.020000","192.168.27.1","192.168.202.138","TCP","64","55169  >  6747 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"88","0.020000","192.168.27.1","192.168.202.138","TCP","64","55222  >  47131 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"89","0.020000","192.168.27.1","192.168.202.138","TCP","64","55275  >  24114 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"90","0.020000","192.168.27.1","192.168.202.138","TCP","64","55328  >  2004 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"91","0.020000","192.168.27.1","192.168.202.138","TCP","64","55381  >  20755 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"92","0.030000","192.168.27.1","192.168.202.138","TCP","64","55434  >  18049 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"93","0.030000","192.168.27.1","192.168.202.138","TCP","64","55487  >  26048 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"94","0.030000","192.168.202.138","192.168.27.50","TCP","66","49776  >  993 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"95","0.030000","ASUSTekC_1a:aa:3c","Cisco_9d:f2:c2","ARP","64","Who has 192.168.202.1? Tell 192.168.202.63"
"96","0.030000","192.168.27.1","192.168.202.138","TCP","64","55540  >  15769 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"97","0.030000","192.168.202.138","192.168.27.61","TCP","66","51663  >  993 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"98","0.030000","192.168.27.1","192.168.202.138","TCP","64","55593  >  12123 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"99","0.030000","192.168.27.1","192.168.202.138","TCP","64","55646  >  8716 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"100","0.030000","192.168.27.1","192.168.202.138","TCP","64","55699  >  60012 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"101","0.030000","192.168.27.1","192.168.202.138","TCP","64","55752  >  39466 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"102","0.030000","192.168.27.1","192.168.202.138","TCP","64","55805  >  11787 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"103","0.030000","192.168.27.1","192.168.202.138","TCP","64","55858  >  43694 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"104","0.030000","192.168.27.1","192.168.202.138","TCP","64","55911  >  3395 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"105","0.030000","192.168.27.1","192.168.202.138","TCP","64","56335  >  48640 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"106","0.030000","192.168.27.1","192.168.202.138","TCP","64","56388  >  16894 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"107","0.030000","192.168.27.1","192.168.202.138","TCP","64","56441  >  48343 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"108","0.030000","192.168.27.1","192.168.202.138","TCP","64","56494  >  51555 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"109","0.030000","192.168.27.1","192.168.202.138","TCP","64","56547  >  7846 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"110","0.030000","192.168.27.1","192.168.202.138","TCP","64","56600  >  62529 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"111","0.030000","192.168.27.1","192.168.202.138","TCP","64","56653  >  15597 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"112","0.030000","192.168.27.1","192.168.202.138","TCP","64","56706  >  3993 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"113","0.040000","192.168.27.1","192.168.202.138","TCP","64","56759  >  51936 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"114","0.040000","192.168.27.1","192.168.202.138","TCP","64","56812  >  50479 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"115","0.040000","192.168.27.1","192.168.202.138","TCP","64","56865  >  10111 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"116","0.040000","192.168.27.1","192.168.202.138","TCP","64","56918  >  30736 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"117","0.040000","192.168.27.1","192.168.202.138","TCP","64","56971  >  44871 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"118","0.040000","192.168.27.1","192.168.202.138","TCP","64","57024  >  5325 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"119","0.040000","192.168.27.1","192.168.202.138","TCP","64","57077  >  7374 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"120","0.040000","192.168.202.138","192.168.27.51","TCP","66","30546  >  993 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"121","0.040000","192.168.202.138","192.168.27.59","TCP","66","7464  >  993 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"122","0.040000","192.168.27.1","192.168.202.138","TCP","64","57130  >  31853 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"123","0.040000","192.168.202.138","192.168.27.47","TCP","66","52153  >  993 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"124","0.040000","192.168.202.138","192.168.27.48","TCP","66","25381  >  993 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"125","0.040000","192.168.202.138","192.168.27.1","TCP","66","11791  >  59833 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"126","0.040000","192.168.202.138","192.168.27.1","TCP","66","21432  >  59886 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"127","0.040000","192.168.202.138","192.168.27.1","TCP","66","25531  >  59939 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"128","0.040000","192.168.202.138","192.168.27.1","TCP","66","28156  >  59992 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"129","0.040000","192.168.202.138","192.168.27.1","TCP","66","8070  >  60045 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"130","0.040000","192.168.202.138","192.168.27.1","TCP","66","5837  >  60098 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"131","0.040000","192.168.202.138","192.168.27.1","TCP","66","43349  >  60151 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"132","0.040000","192.168.202.138","192.168.27.1","TCP","66","13726  >  60204 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"133","0.040000","192.168.202.138","192.168.27.1","TCP","66","9769  >  60257 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"134","0.040000","192.168.202.138","192.168.27.1","TCP","66","45892  >  60310 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"135","0.040000","192.168.202.138","192.168.27.1","TCP","66","10008  >  60363 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"136","0.040000","192.168.202.138","192.168.27.1","TCP","66","55185  >  60416 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"137","0.040000","192.168.202.138","192.168.27.1","TCP","66","16486  >  60469 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"138","0.040000","192.168.202.138","192.168.27.1","TCP","66","52752  >  60522 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"139","0.040000","192.168.202.138","192.168.27.1","TCP","66","49815  >  60575 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"140","0.040000","192.168.202.138","192.168.27.1","TCP","66","25019  >  60628 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"141","0.040000","192.168.202.138","192.168.27.1","TCP","66","46029  >  60681 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"142","0.040000","192.168.202.138","192.168.27.1","TCP","66","32230  >  60734 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"143","0.040000","192.168.202.138","192.168.27.1","TCP","66","7883  >  60787 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"144","0.040000","192.168.202.138","192.168.27.1","TCP","66","20332  >  60840 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"145","0.040000","192.168.202.138","192.168.27.1","TCP","66","29482  >  60893 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"146","0.040000","192.168.202.138","192.168.27.1","TCP","66","45505  >  60946 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"147","0.040000","192.168.202.138","192.168.27.1","TCP","66","41153  >  60999 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"148","0.040000","192.168.202.138","192.168.27.1","TCP","66","7690  >  61052 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"149","0.040000","192.168.202.138","192.168.27.1","TCP","66","61286  >  61105 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"150","0.040000","192.168.202.138","192.168.27.1","TCP","66","5955  >  61158 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"151","0.040000","192.168.202.138","192.168.27.1","TCP","66","64623  >  61211 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"152","0.040000","192.168.202.138","192.168.27.1","TCP","66","34650  >  61264 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"153","0.040000","192.168.202.138","192.168.27.1","TCP","66","16165  >  61317 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"154","0.040000","192.168.202.138","192.168.27.1","TCP","66","10052  >  61370 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"155","0.040000","192.168.202.138","192.168.27.1","TCP","66","17936  >  61423 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"156","0.040000","192.168.202.138","192.168.27.1","TCP","66","32711  >  61476 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"157","0.040000","192.168.202.138","192.168.27.1","TCP","66","12320  >  61529 [SYN] Seq=0 Win=4096 Len=0 MSS=1460 SACK_PERM=1"
"158","0.040000","192.168.27.1","192.168.202.138","TCP","64","57183  >  34710 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"159","0.040000","192.168.27.1","192.168.202.138","TCP","64","57236  >  13110 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"160","0.040000","192.168.27.1","192.168.202.138","TCP","64","57289  >  1139 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"161","0.040000","192.168.27.1","192.168.202.138","TCP","64","57342  >  55531 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"162","0.040000","192.168.27.1","192.168.202.138","TCP","64","57395  >  58021 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"163","0.040000","192.168.27.1","192.168.202.138","TCP","64","57448  >  10655 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"164","0.040000","192.168.27.1","192.168.202.138","TCP","64","57501  >  25172 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"165","0.050000","192.168.27.1","192.168.202.138","TCP","64","57554  >  48899 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"166","0.050000","192.168.27.1","192.168.202.138","TCP","64","57607  >  51056 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"167","0.050000","192.168.27.1","192.168.202.138","TCP","64","57660  >  22090 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"168","0.050000","192.168.27.1","192.168.202.138","TCP","64","57713  >  23275 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"169","0.050000","192.168.27.1","192.168.202.138","TCP","64","58084  >  47891 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"170","0.050000","192.168.27.1","192.168.202.138","TCP","64","58137  >  36876 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"171","0.050000","192.168.27.1","192.168.202.138","TCP","64","58190  >  11936 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"172","0.050000","192.168.27.1","192.168.202.138","TCP","64","58243  >  26289 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"173","0.050000","192.168.27.1","192.168.202.138","TCP","64","58296  >  4443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"174","0.050000","192.168.27.1","192.168.202.138","TCP","64","58349  >  34662 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"175","0.050000","192.168.27.1","192.168.202.138","TCP","64","58402  >  40091 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"176","0.050000","192.168.202.138","192.168.27.55","TCP","66","31642  >  993 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1"
"177","0.050000","192.168.27.1","192.168.202.138","TCP","64","58455  >  7238 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"178","0.050000","192.168.27.1","192.168.202.138","TCP","64","58508  >  64555 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"179","0.050000","192.168.202.138","192.168.21.253","TCP","78","36510  >  443 [SYN] Seq=0 Win=14600 Len=0 MSS=1460 SACK_PERM=1 TSval=5308224 TSecr=0 WS=16"
"180","0.050000","192.168.21.253","192.168.202.138","TCP","78","443  >  36510 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=756534965 TSecr=5308224 WS=32"
"181","0.050000","192.168.21.203","192.168.202.138","TCP","1438","80  >  35055 [ACK] Seq=1 Ack=1 Win=1002 Len=1368 TSval=656778 TSecr=5308156 [TCP segment of a reassembled PDU]"
"182","0.050000","192.168.202.138","192.168.21.253","TCP","70","36510  >  443 [ACK] Seq=1 Ack=1 Win=14608 Len=0 TSval=5308224 TSecr=756534965"
"183","0.050000","192.168.202.138","192.168.21.253","TLSv1","180","Client Hello"
"184","0.050000","192.168.27.1","192.168.202.138","TCP","64","58561  >  33928 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"185","0.050000","192.168.21.253","192.168.202.138","TCP","70","443  >  36510 [ACK] Seq=1 Ack=111 Win=5792 Len=0 TSval=756534966 TSecr=5308224"
"186","0.050000","192.168.202.138","192.168.21.203","TCP","70","35055  >  80 [ACK] Seq=1 Ack=1369 Win=21204 Len=0 TSval=5308224 TSecr=656778"
"187","0.050000","192.168.21.203","192.168.202.138","TCP","1438","80  >  35055 [ACK] Seq=1369 Ack=1 Win=1002 Len=1368 TSval=656778 TSecr=5308156 [TCP segment of a reassembled PDU]"
